SoldPr,SFH,Condo,Duplex,Townhouse,New,Recent,20A,19A,19B,19C,19D,Pre1900,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,60002,60025,60026,60029,60035,60053,60062,60067,60076,60077,60091,60201,60202,60203,60625,60626,60638,63104
246000,0,1,0,0,0,0,1,0,0,0,0,0,1458,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331143.8672,1,0,0,0,0,0,0,0,1,0,0,0,7750,7,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
263937.5,0,1,0,0,0,0,0,1,0,0,0,0,1450,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333125,1,0,0,0,0,0,0,0,1,0,0,0,1017,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
384375,1,0,0,0,0,0,0,1,0,0,0,0,1498,7,2,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457021.875,0,0,0,1,0,0,1,0,0,0,0,0,2029,6,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312625,1,0,0,0,0,0,0,1,0,0,0,0,1553,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312298.2812,1,0,0,0,0,0,0,1,0,0,0,0,1747,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
466375,1,0,0,0,0,0,0,1,0,0,0,0,2730,10,3,0,0,5,0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
730184.375,1,0,0,0,0,0,0,0,1,0,0,0,2424,9,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267909.375,0,1,0,0,0,0,0,1,0,0,0,0,1400,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148625,1,0,0,0,0,0,0,1,0,0,0,0,1114,5,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331997.5,1,0,0,0,0,0,0,1,0,0,0,0,1500,8,2,1,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443889.0625,0,0,0,1,0,0,1,0,0,0,0,0,1835,7,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722625,1,0,0,0,0,0,0,1,0,0,0,0,3903,12,3,1,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236915.9375,0,1,0,0,0,0,1,0,0,0,0,0,1400,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
593475,1,0,0,0,0,0,0,0,1,0,0,0,2110,11,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517984.3906,1,0,0,0,0,0,0,1,0,0,0,0,2763,10,2,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185435.3125,0,1,0,0,0,0,0,1,0,0,0,0,1430,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52531.25,0,1,0,0,0,0,0,1,0,0,0,0,800,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451000,1,0,0,0,0,0,0,0,1,0,0,0,3615,9,3,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153750,1,0,0,0,0,0,0,1,0,0,0,0,840,4,1,0,0,2,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300478.75,0,1,0,0,0,0,0,1,0,0,0,0,1400,5,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309934.375,1,0,0,0,0,0,0,1,0,0,0,0,1120,6,1,1,0,3,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397372.6406,1,0,0,0,0,0,0,1,0,0,0,0,2612,7,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148625,1,0,0,0,0,0,0,1,0,0,0,0,844,4,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615763.9581,0,0,0,1,0,1,0,0,0,0,0,0,2500,7,2,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241643.75,0,1,0,0,0,0,0,1,0,0,0,0,1225,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
568598.25,1,0,0,0,0,0,0,1,0,0,0,0,2500,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343375,0,1,0,0,0,0,1,0,0,0,0,0,1250,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269222.6562,1,0,0,0,0,0,0,0,1,0,0,0,1120,6,1,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378225,0,0,0,1,0,0,0,1,0,0,0,0,1700,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221681.875,1,0,0,0,0,0,0,1,0,0,0,0,1600,9,2,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499046.875,1,0,0,0,0,0,0,1,0,0,0,0,2187,8,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357212.5,0,1,0,0,0,0,0,1,0,0,0,0,1820,6,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
743125,1,0,0,0,0,0,0,1,0,0,0,0,2958,10,2,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299428.125,0,0,0,1,0,0,1,0,0,0,0,0,1600,7,2,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343375,1,0,0,0,0,0,0,1,0,0,0,0,1100,5,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480135.625,1,0,0,0,0,0,0,1,0,0,0,0,2680,9,3,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686750,1,0,0,0,0,0,0,0,1,0,0,0,2630,9,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365515,0,0,0,1,0,0,0,1,0,0,0,0,2277,7,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168415.1875,0,1,0,0,0,0,0,1,0,0,0,0,890,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253175,0,1,0,0,0,0,0,1,0,0,0,0,1100,5,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293649.6875,1,0,0,0,0,1,0,0,0,0,0,0,2825,10,2,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320440.625,1,0,0,0,0,0,0,1,0,0,0,0,1492,7,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108650,0,1,0,0,0,0,0,1,0,0,0,0,750,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146036.875,0,1,0,0,0,0,0,1,0,0,0,0,1068,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353625,0,1,0,0,0,0,0,0,1,0,0,0,1765,9,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
247422.1875,1,0,0,0,0,0,0,0,1,0,0,0,1377,6,1,0,0,3,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297250,1,0,0,0,0,0,0,1,0,0,0,0,1244,7,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
750630.4568,1,0,0,0,0,1,0,0,0,0,0,0,1800,6,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225500,0,1,0,0,0,0,0,1,0,0,0,0,1750,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
835246.875,1,0,0,0,0,1,0,0,0,0,0,0,2700,7,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1394000,1,0,0,0,0,0,1,0,0,0,0,0,5872,11,5,1,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
568875,1,0,0,0,0,0,0,0,1,0,0,0,2900,9,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
682906.25,1,0,0,0,0,0,0,0,0,0,0,1,2099,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575059.5938,1,0,0,0,0,0,0,1,0,0,0,0,2100,10,2,1,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1230000,1,0,0,0,0,0,1,0,0,0,0,0,4700,16,3,1,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170662.5,0,1,0,0,0,0,0,1,0,0,0,0,1152,5,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318262.5,1,0,0,0,0,0,0,0,1,0,0,0,1274,7,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
598856.25,0,1,0,0,0,0,0,0,1,0,0,0,2260,6,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
553679.375,1,0,0,0,0,0,0,1,0,0,0,0,2700,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
581520.9375,1,0,0,0,0,0,0,1,0,0,0,0,2824,8,2,1,0,4,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
851006.25,1,0,0,0,0,0,0,1,0,0,0,0,3160,9,3,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120437.5,0,1,0,0,0,0,0,1,0,0,0,0,900,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258453.75,1,0,0,0,0,0,0,0,1,0,0,0,2500,13,2,0,0,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331104.4688,1,0,0,0,0,0,0,1,0,0,0,0,1373,8,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
305450,1,0,0,0,0,0,1,0,0,0,0,0,2568,14,3,1,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389500,1,0,0,0,0,0,0,1,0,0,0,0,1523,7,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205000,1,0,0,0,0,0,0,1,0,0,0,0,884,5,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459200,0,1,0,0,0,0,1,0,0,0,0,0,1287,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
188061.875,0,1,0,0,0,0,0,1,0,0,0,0,1238,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
842166.1599,1,0,0,0,0,1,0,0,0,0,0,0,1860,5,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274607.1094,0,1,0,0,0,0,1,0,0,0,0,0,1400,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128022.5,1,0,0,0,0,0,0,1,0,0,0,0,952,4,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151700,0,1,0,0,0,0,0,1,0,0,0,0,1000,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278415.625,0,1,0,0,0,0,1,0,0,0,0,0,1200,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174456.2812,0,1,0,0,0,0,0,1,0,0,0,0,1325,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261375,1,0,0,0,0,0,1,0,0,0,0,0,2926,11,2,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987912.5371,1,0,0,0,0,0,0,1,0,0,0,0,5000,12,4,1,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
364258.2539,1,0,0,0,0,0,0,1,0,0,0,0,1295,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
388731.25,1,0,0,0,0,0,0,1,0,0,0,0,1509,9,1,1,0,3,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
743125,1,0,0,0,0,1,0,0,0,0,0,0,3850,9,3,1,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
615000,1,0,0,0,0,0,0,1,0,0,0,0,3252,9,2,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589375,1,0,0,0,0,0,0,1,0,0,0,0,2223,8,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645647.5,1,0,0,0,0,0,0,1,0,0,0,0,2560,10,3,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166524.0625,1,0,0,0,0,0,0,1,0,0,0,0,1606,7,2,0,0,3,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689883.0566,1,0,0,0,0,0,0,1,0,0,0,0,2754,10,2,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404490.625,1,0,0,0,0,0,0,1,0,0,0,0,2630,8,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153750,0,1,0,0,0,0,0,1,0,0,0,0,1350,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179375,0,1,0,0,0,0,0,1,0,0,0,0,1260,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157593.75,0,1,0,0,0,0,0,1,0,0,0,0,1400,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
998093.75,1,0,0,0,0,0,0,0,0,0,0,1,3094,8,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553500,0,0,0,1,0,0,0,1,0,0,0,0,1758,7,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252150,0,1,0,0,0,0,0,1,0,0,0,0,1900,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264232.1875,0,1,0,0,0,0,1,0,0,0,0,0,925,5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
638575,1,0,0,0,0,0,0,1,0,0,0,0,2644,7,3,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
891750,1,0,0,0,0,0,0,0,0,0,0,1,3600,10,2,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
441525.1562,1,0,0,0,0,0,0,1,0,0,0,0,1892,9,3,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495369.6875,1,0,0,0,0,0,0,1,0,0,0,0,2000,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241900,0,1,0,0,0,0,1,0,0,0,0,0,925,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025000,1,0,0,0,0,0,0,0,1,0,0,0,5749,16,4,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
415125,0,0,0,1,0,0,0,1,0,0,0,0,2517,9,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319800,1,0,0,0,0,0,0,1,0,0,0,0,1548,7,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349332.8125,1,0,0,0,0,0,0,1,0,0,0,0,1455,7,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341453.125,1,0,0,0,0,0,0,1,0,0,0,0,2187,7,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
935279.5078,1,0,0,0,0,0,0,1,0,0,0,0,3100,10,2,2,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357212.5,0,0,1,0,0,0,0,1,0,0,0,0,1600,6,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307705,1,0,0,0,0,0,0,1,0,0,0,0,1585,7,1,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638062.5,0,0,1,0,0,1,0,0,0,0,0,0,2850,8,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
535818.75,1,0,0,0,0,0,0,0,1,0,0,0,1635,8,2,0,0,4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231137.5,0,1,0,0,0,0,0,1,0,0,0,0,1600,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210125,1,0,0,0,0,0,0,1,0,0,0,0,1300,6,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230625,0,1,0,0,0,0,0,1,0,0,0,0,1880,6,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336148.75,0,0,0,1,0,0,0,1,0,0,0,0,2138,7,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
543250,1,0,0,0,0,0,0,1,0,0,0,0,1713,8,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435625,1,0,0,0,0,0,0,1,0,0,0,0,2100,9,2,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457021.875,0,0,0,1,0,0,0,1,0,0,0,0,3400,7,2,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149014.7402,0,1,0,0,0,0,0,1,0,0,0,0,1586,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230625,0,1,0,0,0,0,0,1,0,0,0,0,1630,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225500,0,1,0,0,0,0,1,0,0,0,0,0,1100,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
367718.75,0,0,0,1,0,0,0,1,0,0,0,0,2462,7,2,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334098.75,1,0,0,0,0,0,0,1,0,0,0,0,1792,7,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229036.25,0,1,0,0,0,0,0,1,0,0,0,0,1585,6,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
673937.5,1,0,0,0,0,0,0,1,0,0,0,0,3291,9,2,1,0,4,0,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619212.1094,1,0,0,0,0,0,0,1,0,0,0,0,2074,10,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234289.375,0,1,0,0,0,0,0,1,0,0,0,0,1000,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
276750,1,0,0,0,0,0,0,1,0,0,0,0,1134,6,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210125,0,0,0,1,0,0,0,1,0,0,0,0,1055,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
441525.1562,1,0,0,0,0,0,0,1,0,0,0,0,1888,7,3,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387680.625,1,0,0,0,0,0,0,1,0,0,0,0,2879,8,2,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250048.75,0,1,0,0,0,0,0,1,0,0,0,0,1910,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
682906.25,1,0,0,0,0,0,0,1,0,0,0,0,2684,10,2,1,0,4,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248357.9004,0,0,0,1,0,0,0,1,0,0,0,0,1051,6,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
726507.1875,1,0,0,0,0,0,0,1,0,0,0,0,3046,11,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351434.0625,0,1,0,0,0,0,0,0,1,0,0,0,1900,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196800,0,1,0,0,0,0,0,1,0,0,0,0,1650,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384375,0,0,0,1,0,0,0,1,0,0,0,0,2244,8,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123000,0,1,0,0,0,0,0,1,0,0,0,0,890,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
517688.2457,1,0,0,0,0,0,0,1,0,0,0,0,1748,10,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738000,1,0,0,0,0,0,0,1,0,0,0,0,3201,8,2,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294175,1,0,0,0,0,0,0,1,0,0,0,0,1040,5,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148625,1,0,0,0,0,0,0,1,0,0,0,0,953,5,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245487.5,0,1,0,0,0,0,1,0,0,0,0,0,1400,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
736632.0606,0,0,0,1,0,1,0,0,0,0,0,0,2392,8,2,2,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
645750,1,0,0,0,0,0,0,1,0,0,0,0,3388,10,2,1,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709171.875,1,0,0,0,0,0,0,0,1,0,0,0,3549,11,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213200,1,0,0,0,0,0,0,1,0,0,0,0,3152,8,3,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231531.4844,0,1,0,0,0,0,1,0,0,0,0,0,801,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276750,0,1,0,0,0,0,0,1,0,0,0,0,1225,5,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367718.75,0,0,0,1,0,0,0,1,0,0,0,0,1666,7,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635500,1,0,0,0,0,0,0,0,1,0,0,0,2400,11,2,0,0,4,0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
814234.375,1,0,0,0,0,0,0,1,0,0,0,0,6540,13,4,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351959.375,0,1,0,0,0,0,0,1,0,0,0,0,1900,5,2,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
934268.2812,0,1,0,0,0,0,1,0,0,0,0,0,1911,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252150,0,1,0,0,0,0,0,1,0,0,0,0,1790,7,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
347701.0605,1,0,0,0,0,0,0,1,0,0,0,0,1430,6,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261868.2812,0,1,0,0,0,0,1,0,0,0,0,0,1386,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87201.875,1,0,0,0,0,0,0,1,0,0,0,0,675,4,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025617.05,1,0,0,0,0,1,0,0,0,0,0,0,3050,8,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
747485.0169,1,0,0,0,0,1,0,0,0,0,0,0,2308,6,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335175,0,1,0,0,0,0,1,0,0,0,0,0,1540,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278415.625,0,1,0,0,0,0,0,1,0,0,0,0,1400,4,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
782715.625,1,0,0,0,0,0,0,0,1,0,0,0,3804,10,3,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
262656.25,1,0,0,0,0,0,0,1,0,0,0,0,1515,5,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1588750,1,0,0,0,0,0,0,0,1,0,0,0,4800,12,4,1,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376911.7187,1,0,0,0,0,0,0,1,0,0,0,0,1288,6,1,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
835772.1875,1,0,0,0,0,0,0,0,1,0,0,0,3047,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371395.9375,1,0,0,0,0,0,0,1,0,0,0,0,1712,7,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
