SoldPr,SFH,Condo,Duplex,Townhouse,New,Recent,20A,19A,19B,19C,19D,Pre1900,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,60002,60025,60026,60029,60035,60053,60062,60067,60076,60077,60091,60201,60202,60203,60625,60626,60638,63104
430500,1,0,0,0,0,0,0,1,0,0,0,0,2154,8,2,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341453.125,0,0,0,1,0,0,1,0,0,0,0,0,1721,7,2,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199513.6875,0,1,0,0,0,0,0,1,0,0,0,0,1100,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550802.6324,1,0,0,0,0,0,0,1,0,0,0,0,3005,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312625,0,1,0,0,0,0,0,1,0,0,0,0,1300,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134275,0,1,0,0,0,0,1,0,0,0,0,0,1402,5,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399750,1,0,0,0,0,0,0,1,0,0,0,0,1285,6,2,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428129.6875,0,1,0,0,0,0,0,1,0,0,0,0,1650,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
189112.5,0,1,0,0,0,0,0,1,0,0,0,0,1500,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489985.2344,1,0,0,0,0,0,0,1,0,0,0,0,2585,11,3,0,0,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256250,1,0,0,0,0,0,0,1,0,0,0,0,1175,6,2,0,0,3,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330946.875,1,0,0,0,0,0,0,0,1,0,0,0,1600,6,2,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234725,0,0,0,1,0,0,0,1,0,0,0,0,1650,6,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
552475,1,0,0,0,0,0,0,1,0,0,0,0,2187,9,2,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450087.75,1,0,0,0,0,0,0,1,0,0,0,0,2471,13,3,0,0,4,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490641.875,0,1,0,0,0,1,0,0,0,0,0,0,1400,6,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307500,1,0,0,0,0,0,0,1,0,0,0,0,1106,7,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
893031.25,1,0,0,0,0,0,0,1,0,0,0,0,3260,9,3,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
409218.4375,1,0,0,0,0,0,0,1,0,0,0,0,1833,7,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254200,1,0,0,0,0,0,0,1,0,0,0,0,2022,9,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163375,1,0,0,0,0,0,0,1,0,0,0,0,3700,8,4,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858437.5,1,0,0,0,0,0,0,1,0,0,0,0,3399,9,2,1,0,4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177325,0,0,0,1,0,0,0,1,0,0,0,0,1487,6,2,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153750,1,0,0,0,0,0,0,1,0,0,0,0,1015,6,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168100,1,0,0,0,0,0,0,1,0,0,0,0,1216,6,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370025,1,0,0,0,0,0,0,0,1,0,0,0,1500,8,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157593.75,1,0,0,0,0,0,1,0,0,0,0,0,1398,5,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488540.625,1,0,0,0,0,0,0,1,0,0,0,0,1429,8,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246000,1,0,0,0,0,0,0,0,1,0,0,0,1900,9,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
168100,0,0,0,1,0,0,0,1,0,0,0,0,2200,7,2,1,0,2.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320312.5,0,1,0,0,0,0,1,0,0,0,0,0,1400,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
358750,1,0,0,0,0,0,0,0,1,0,0,0,1595,6,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241643.75,1,0,0,0,0,0,0,1,0,0,0,0,1125,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511523.0469,1,0,0,0,0,0,0,1,0,0,0,0,2145,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287345.9375,0,1,0,0,0,0,0,1,0,0,0,0,2140,7,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492000,0,1,0,0,0,0,1,0,0,0,0,0,1340,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
333125,1,0,0,0,0,0,0,0,1,0,0,0,1366,8,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263706.875,0,1,0,0,0,0,0,0,1,0,0,0,900,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372971.875,1,0,0,0,0,0,0,1,0,0,0,0,1104,8,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
582261.2998,1,0,0,0,0,0,0,1,0,0,0,0,2645,10,4,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661893.75,1,0,0,0,0,0,0,0,1,0,0,0,2728,10,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282618.125,1,0,0,0,0,0,1,0,0,0,0,0,2208,8,2,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297326.875,0,0,0,1,0,0,0,1,0,0,0,0,1700,5,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189112.5,0,1,0,0,0,0,0,1,0,0,0,0,1900,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
648235.625,1,0,0,0,0,0,0,1,0,0,0,0,2390,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335674.6875,1,0,0,0,0,0,0,1,0,0,0,0,1760,7,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199875,0,1,0,0,0,0,0,1,0,0,0,0,1500,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189625,0,1,0,0,0,0,0,1,0,0,0,0,1300,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367718.75,1,0,0,0,0,0,0,0,0,0,0,1,1854,7,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
649850,1,0,0,0,0,0,0,0,1,0,0,0,2100,8,2,1,0,3,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278415.625,0,1,0,0,0,0,1,0,0,0,0,0,1811,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395165.0148,1,0,0,0,0,0,0,1,0,0,0,0,1215,7,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386425,1,0,0,0,0,0,0,1,0,0,0,0,1300,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210125,0,1,0,0,0,0,1,0,0,0,0,0,1000,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330946.875,0,0,0,1,0,0,1,0,0,0,0,0,1600,5,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
525312.5,0,1,0,0,0,0,0,0,1,0,0,0,2117,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1418343.75,0,1,0,0,0,0,1,0,0,0,0,0,2636,7,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362850,1,0,0,0,0,0,0,1,0,0,0,0,1421,10,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
458687.5,1,0,0,0,0,0,0,0,1,0,0,0,1700,6,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
173225,1,0,0,0,0,0,0,1,0,0,0,0,1892,7,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290760.4687,1,0,0,0,0,0,0,1,0,0,0,0,1153,8,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262656.25,0,1,0,0,0,0,0,1,0,0,0,0,1388,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121872.5,0,1,0,0,0,0,0,1,0,0,0,0,960,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
412562.5,1,0,0,0,0,0,0,0,1,0,0,0,1557,6,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505215.16,1,0,0,0,0,0,0,1,0,0,0,0,2839,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290760.4687,1,0,0,0,0,0,0,1,0,0,0,0,1500,7,1,1,0,3,0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268778.4389,1,0,0,0,0,0,0,1,0,0,0,0,1140,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
562725,0,0,0,1,0,0,1,0,0,0,0,0,2511,7,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557290.8984,1,0,0,0,0,0,0,1,0,0,0,0,2860,10,2,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326176.7092,1,0,0,0,0,0,0,1,0,0,0,0,1464,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
446515.625,1,0,0,0,0,0,0,1,0,0,0,0,2063,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294175,1,0,0,0,0,0,0,1,0,0,0,0,1200,8,2,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851006.25,1,0,0,0,0,0,0,1,0,0,0,0,2700,11,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203975,0,1,0,0,0,0,0,1,0,0,0,0,1200,5,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157593.75,0,1,0,0,0,0,0,1,0,0,0,0,1350,5,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820000,1,0,0,0,0,0,0,0,1,0,0,0,2446,9,2,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709199.7822,1,0,0,0,0,0,0,1,0,0,0,0,4200,10,4,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
591425,0,0,0,1,0,1,0,0,0,0,0,0,2687,8,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525312.5,1,0,0,0,0,0,0,1,0,0,0,0,2180,8,3,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
299428.125,0,0,0,1,0,0,0,1,0,0,0,0,2320,7,2,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
536869.375,1,0,0,0,0,0,0,1,0,0,0,0,3400,9,3,0,0,4,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451768.75,1,0,0,0,0,0,0,1,0,0,0,0,2408,10,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174240.9031,0,1,0,0,0,0,0,1,0,0,0,0,1000,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257403.125,0,1,0,0,0,0,0,1,0,0,0,0,1320,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
547330.4481,0,0,0,1,0,1,0,0,0,0,0,0,2081,6,2,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185440.5656,0,0,0,1,0,0,0,1,0,0,0,0,1036,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315187.5,0,1,0,0,0,0,0,0,1,0,0,0,1500,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246896.875,0,0,0,1,0,0,0,1,0,0,0,0,1694,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260555,0,1,0,0,0,0,1,0,0,0,0,0,950,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
384528.75,0,1,0,0,0,0,0,1,0,0,0,0,2134,6,3,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297250,1,0,0,0,0,0,0,1,0,0,0,0,1600,7,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294175,0,1,0,0,0,0,0,0,1,0,0,0,1200,6,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281875,1,0,0,0,0,0,0,1,0,0,0,0,1446,6,1,0,0,3,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205922.5,0,0,0,1,0,0,0,1,0,0,0,0,1560,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188455.8594,0,0,0,1,0,0,0,1,0,0,0,0,1036,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189112.5,1,0,0,0,0,0,0,0,1,0,0,0,1400,7,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
685532.8125,1,0,0,0,0,0,0,1,0,0,0,0,3437,12,3,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499046.875,1,0,0,0,0,0,0,1,0,0,0,0,1984,7,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326728.6156,1,0,0,0,0,0,0,1,0,0,0,0,1679,8,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
684187.5,1,0,0,0,0,0,0,1,0,0,0,0,2581,9,2,1,0,3,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117875,1,0,0,0,0,0,0,1,0,0,0,0,1158,6,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459123.125,1,0,0,0,0,0,0,1,0,0,0,0,1723,6,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279991.5625,0,1,0,0,0,0,1,0,0,0,0,0,1169,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347756.875,1,0,0,0,0,0,0,1,0,0,0,0,1558,8,2,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271625,1,0,0,0,0,0,0,0,1,0,0,0,1818,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1009625,1,0,0,0,0,0,0,0,0,0,0,1,2616,11,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
417175,0,0,0,1,0,0,1,0,0,0,0,0,2200,6,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
618135.2187,1,0,0,0,0,0,0,1,0,0,0,0,2264,8,3,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276750,1,0,0,0,0,0,0,1,0,0,0,0,996,7,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293124.375,1,0,0,0,0,0,0,1,0,0,0,0,2976,8,2,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261375,0,1,0,0,0,0,1,0,0,0,0,0,1435,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194750,1,0,0,0,0,0,1,0,0,0,0,0,1964,9,2,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344079.6875,0,0,0,1,0,0,0,1,0,0,0,0,2300,8,2,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
642111.25,1,0,0,0,0,0,0,0,1,0,0,0,2200,9,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
743125,1,0,0,0,0,0,0,0,1,0,0,0,2355,10,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299428.125,1,0,0,0,0,0,0,1,0,0,0,0,882,7,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
887778.125,1,0,0,0,0,0,0,0,1,0,0,0,2952,11,2,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
617242.1875,1,0,0,0,0,0,0,1,0,0,0,0,3323,10,2,2,0,4,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
389500,1,0,0,0,0,0,1,0,0,0,0,0,4628,12,3,1,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197825,0,1,0,0,0,0,0,1,0,0,0,0,1500,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404875,0,1,0,0,0,0,0,1,0,0,0,0,2450,6,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240875,0,0,0,1,0,0,0,1,0,0,0,0,1312,8,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
373681.0469,1,0,0,0,0,0,0,1,0,0,0,0,1959,7,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
293124.375,1,0,0,0,0,0,1,0,0,0,0,0,2815,8,2,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025000,1,0,0,0,0,0,0,1,0,0,0,0,2399,10,3,1,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328000,1,0,0,0,0,0,0,1,0,0,0,0,1215,7,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
635365.4687,1,0,0,0,0,0,0,1,0,0,0,0,2530,8,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236775,0,1,0,0,0,0,1,0,0,0,0,0,1200,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205922.5,1,0,0,0,0,0,0,1,0,0,0,0,2100,8,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399237.5,0,0,0,1,0,0,0,1,0,0,0,0,1432,7,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235750,0,1,0,0,0,0,0,1,0,0,0,0,858,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235739.75,1,0,0,0,0,1,0,0,0,0,0,0,2197,8,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336200,0,1,0,0,0,0,1,0,0,0,0,0,1900,8,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
772209.375,1,0,0,0,0,0,0,1,0,0,0,0,3190,12,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215378.125,0,0,0,1,0,0,0,1,0,0,0,0,1102,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
467528.125,1,0,0,0,0,0,0,0,1,0,0,0,1800,8,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
666250,1,0,0,0,0,0,0,1,0,0,0,0,2026,7,2,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343375,1,0,0,0,0,0,0,0,1,0,0,0,1600,8,1,1,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150764.6875,0,1,0,0,0,0,0,1,0,0,0,0,1109,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304681.25,1,0,0,0,0,0,0,1,0,0,0,0,2375,8,2,1,0,3,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239337.5,1,0,0,0,0,0,1,0,0,0,0,0,1742,6,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604750,1,0,0,0,0,0,0,1,0,0,0,0,2750,9,2,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189306.1184,0,1,0,0,0,0,0,1,0,0,0,0,1242,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204871.875,0,0,0,1,0,0,0,1,0,0,0,0,1225,6,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
344394.875,1,0,0,0,0,0,0,1,0,0,0,0,1482,10,2,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253069.2969,1,0,0,0,0,0,0,1,0,0,0,0,1204,6,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257403.125,1,0,0,0,0,1,0,0,0,0,0,0,2434,8,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236390.625,1,0,0,0,0,0,0,1,0,0,0,0,1128,6,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
601578.0254,1,0,0,0,0,0,0,1,0,0,0,0,2600,9,3,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
824740.625,1,0,0,0,0,0,0,1,0,0,0,0,3467,9,2,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483287.5,1,0,0,0,0,0,0,1,0,0,0,0,2450,7,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369000,0,0,0,1,0,0,1,0,0,0,0,0,1523,5,2,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541200,0,1,0,0,0,0,1,0,0,0,0,0,1638,7,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261605.625,0,1,0,0,0,0,0,0,1,0,0,0,1155,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187011.25,0,1,0,0,0,0,0,0,1,0,0,0,974,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394625,0,0,0,1,0,0,0,1,0,0,0,0,1800,7,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333573.4375,1,0,0,0,0,0,0,1,0,0,0,0,1500,7,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47278.125,1,0,0,0,0,0,0,1,0,0,0,0,760,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120315.6051,0,1,0,0,0,0,0,1,0,0,0,0,1100,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153647.5,1,0,0,0,0,0,0,1,0,0,0,0,1208,6,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604109.375,1,0,0,0,0,0,0,1,0,0,0,0,2141,9,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288537.5,0,1,0,0,0,0,1,0,0,0,0,0,1825,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389500,1,0,0,0,0,0,0,1,0,0,0,0,2030,9,2,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262656.25,1,0,0,0,0,0,0,1,0,0,0,0,1383,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350460.5928,1,0,0,0,0,0,0,1,0,0,0,0,1662,7,2,0,0,3,0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262551.1875,0,0,0,1,0,0,0,1,0,0,0,0,1100,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507136.6875,0,1,0,0,0,0,1,0,0,0,0,0,1287,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
377504.0086,1,0,0,0,0,0,0,1,0,0,0,0,1609,8,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
953250,1,0,0,0,0,0,0,1,0,0,0,0,4200,10,4,1,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
